expirationDate,daysToExpiration,bid,ask,strikePrice,totalVolume,volatility,delta,gamma,theta,vega,stock_price
2024-06-21,533,29.7,30.75,115.0,6,34.778,0.703,0.006,-0.022,0.512,126.36
2024-06-21,533,26.9,27.45,120.0,7,34.732,0.669,0.007,-0.023,0.539,126.36
2024-06-21,533,24.3,25.2,125.0,30,33.313,0.633,0.007,-0.023,0.562,126.36
2024-06-21,533,21.65,22.3,130.0,61,33.291,0.596,0.007,-0.023,0.579,126.36
2024-06-21,533,18.7,20.4,135.0,29,33.809,0.562,0.008,-0.024,0.591,126.36
2024-06-21,533,17.25,18.4,140.0,335,33.971,0.528,0.008,-0.024,0.598,126.36
2024-06-21,533,14.65,16.1,145.0,34,32.667,0.488,0.008,-0.023,0.6,126.36
2024-06-21,533,13.45,13.9,150.0,10,32.367,0.452,0.008,-0.022,0.597,126.36
2024-06-21,533,11.55,12.75,155.0,7,32.12,0.418,0.008,-0.022,0.589,126.36
2024-06-21,533,10.05,10.75,160.0,25,31.247,0.38,0.008,-0.02,0.575,126.36
2024-06-21,533,9.1,9.8,165.0,9,31.539,0.352,0.008,-0.02,0.561,126.36
2024-06-21,533,7.4,8.9,170.0,4,30.997,0.319,0.007,-0.019,0.54,126.36
2024-06-21,533,6.65,7.65,175.0,3,30.792,0.29,0.007,-0.018,0.518,126.36
2024-06-21,533,6.0,6.55,180.0,369,30.63,0.263,0.007,-0.017,0.494,126.36
2024-06-21,533,4.45,5.7,185.0,3,29.566,0.228,0.007,-0.015,0.458,126.36
2024-06-21,533,4.45,5.2,190.0,6,30.372,0.215,0.006,-0.015,0.443,126.36
2024-06-21,533,3.9,4.45,195.0,0,30.141,0.192,0.006,-0.014,0.415,126.36
2024-06-21,533,3.35,3.75,200.0,29,29.782,0.17,0.006,-0.012,0.384,126.36
2025-01-17,743,74.95,78.65,55.0,1,44.606,0.937,0.001,-0.006,0.157,126.36
2025-01-17,743,70.8,74.45,60.0,1,42.773,0.927,0.001,-0.007,0.185,126.36
2025-01-17,743,67.05,70.35,65.0,0,41.348,0.916,0.002,-0.008,0.216,126.36
2025-01-17,743,63.15,66.35,70.0,3,40.568,0.901,0.002,-0.01,0.254,126.36
2025-01-17,743,59.3,62.4,75.0,0,39.397,0.887,0.002,-0.011,0.29,126.36
2025-01-17,743,55.15,58.2,80.0,0,38.768,0.869,0.003,-0.012,0.33,126.36
2025-01-17,743,52.95,54.45,85.0,0,37.966,0.85,0.003,-0.013,0.37,126.36
2025-01-17,743,49.0,50.75,90.0,2,37.388,0.828,0.003,-0.014,0.411,126.36
2025-01-17,743,45.55,47.15,95.0,14,36.371,0.807,0.004,-0.015,0.449,126.36
2025-01-17,743,43.1,44.15,100.0,31,35.758,0.783,0.004,-0.016,0.488,126.36
2025-01-17,743,39.7,41.05,105.0,12,34.988,0.757,0.005,-0.017,0.524,126.36
2025-01-17,743,36.65,38.0,110.0,14,34.386,0.73,0.005,-0.017,0.559,126.36
2025-01-17,743,33.3,34.7,115.0,4,33.751,0.702,0.005,-0.018,0.591,126.36
2025-01-17,743,31.05,32.25,120.0,13,33.237,0.672,0.006,-0.018,0.62,126.36
2025-01-17,743,28.35,29.05,125.0,70,32.707,0.642,0.006,-0.018,0.645,126.36
2025-01-17,743,26.1,26.55,130.0,270,32.156,0.61,0.006,-0.019,0.665,126.36
2025-01-17,743,23.05,24.2,135.0,96,31.614,0.578,0.007,-0.019,0.681,126.36
2025-01-17,743,21.55,22.1,140.0,288,33.641,0.554,0.006,-0.019,0.69,126.36
2025-01-17,743,19.4,20.1,145.0,15,33.117,0.524,0.006,-0.019,0.697,126.36
2025-01-17,743,17.6,18.15,150.0,245,32.638,0.494,0.007,-0.019,0.7,126.36
2025-01-17,743,16.0,16.85,155.0,63,32.602,0.466,0.007,-0.019,0.699,126.36
2025-01-17,743,14.3,14.85,160.0,96,31.831,0.434,0.007,-0.018,0.694,126.36
2025-01-17,743,12.9,13.4,165.0,62,31.512,0.406,0.007,-0.018,0.685,126.36
2025-01-17,743,11.5,12.0,170.0,34,31.075,0.377,0.007,-0.017,0.672,126.36
2025-01-17,743,10.4,10.85,175.0,8,30.898,0.351,0.007,-0.017,0.657,126.36
2025-01-17,743,9.25,9.75,180.0,14,30.579,0.325,0.006,-0.016,0.638,126.36
2025-01-17,743,8.1,8.75,185.0,62,30.194,0.299,0.006,-0.015,0.616,126.36
2025-01-17,743,7.4,7.8,190.0,25,30.079,0.277,0.006,-0.014,0.595,126.36
2025-01-17,743,6.55,7.05,195.0,0,29.88,0.255,0.006,-0.014,0.571,126.36
2025-01-17,743,6.0,6.35,200.0,1021,29.873,0.236,0.006,-0.013,0.549,126.36
2025-06-20,897,75.95,80.0,55.0,0,42.985,0.927,0.001,-0.006,0.183,126.36
2025-06-20,897,71.95,76.0,60.0,0,41.184,0.918,0.001,-0.007,0.214,126.36
2025-06-20,897,68.2,72.0,65.0,0,40.182,0.906,0.002,-0.008,0.251,126.36
2025-06-20,897,64.4,68.0,70.0,7,38.663,0.893,0.002,-0.008,0.285,126.36
2025-06-20,897,61.4,64.15,75.0,0,38.006,0.878,0.002,-0.01,0.326,126.36
2025-06-20,897,57.4,60.85,80.0,0,37.208,0.861,0.003,-0.01,0.367,126.36
2025-06-20,897,54.1,57.05,85.0,0,36.842,0.841,0.003,-0.012,0.411,126.36
2025-06-20,897,50.8,52.8,90.0,2,35.484,0.823,0.003,-0.012,0.448,126.36
2025-06-20,897,47.7,49.75,95.0,0,35.11,0.801,0.004,-0.013,0.491,126.36
2025-06-20,897,44.4,46.7,100.0,40,34.934,0.777,0.004,-0.014,0.532,126.36
2025-06-20,897,40.7,43.25,105.0,0,33.637,0.755,0.004,-0.014,0.568,126.36
2025-06-20,897,38.4,40.45,110.0,0,33.537,0.729,0.005,-0.015,0.605,126.36
2025-06-20,897,35.7,37.5,115.0,19,33.219,0.703,0.005,-0.016,0.638,126.36
2025-06-20,897,33.45,34.9,120.0,11,32.492,0.676,0.005,-0.016,0.668,126.36
2025-06-20,897,31.1,32.55,125.0,42,32.137,0.648,0.006,-0.016,0.694,126.36
2025-06-20,897,28.8,30.0,130.0,4,31.978,0.62,0.006,-0.017,0.716,126.36
2025-06-20,897,25.25,27.35,135.0,10,31.255,0.59,0.006,-0.017,0.735,126.36
2025-06-20,897,24.15,25.0,140.0,11,33.754,0.571,0.006,-0.018,0.745,126.36
2025-06-20,897,21.3,23.2,145.0,41,32.85,0.542,0.006,-0.017,0.755,126.36
2025-06-20,897,20.4,21.0,150.0,154,32.836,0.517,0.006,-0.017,0.761,126.36
2025-06-20,897,18.45,19.45,155.0,2,32.423,0.49,0.006,-0.017,0.764,126.36
2025-06-20,897,16.95,17.5,160.0,32,31.913,0.462,0.006,-0.017,0.763,126.36
2025-06-20,897,14.5,16.4,165.0,25,31.208,0.434,0.006,-0.016,0.758,126.36
2025-06-20,897,13.25,14.55,170.0,34,30.67,0.406,0.006,-0.016,0.748,126.36
2025-06-20,897,12.5,13.25,175.0,19,30.712,0.384,0.006,-0.015,0.738,126.36
2025-06-20,897,11.5,12.65,180.0,80,30.956,0.364,0.006,-0.015,0.727,126.36
2025-06-20,897,10.3,11.5,185.0,7,30.578,0.34,0.006,-0.015,0.71,126.36
2025-06-20,897,9.4,10.0,190.0,33,30.046,0.315,0.006,-0.014,0.689,126.36
2025-06-20,897,8.25,10.65,195.0,50,30.799,0.304,0.006,-0.014,0.679,126.36
2025-06-20,897,7.3,8.85,200.0,6,29.788,0.275,0.006,-0.013,0.649,126.36
